name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,easting,northing,longitude,latitude,runtime
Builders Arms,65 Leslie Park Road,Croydon,,Croydon,,,E09000008,Addiscombe West,E05011463,533242.0001221001,166214.00012210011,-0.08524945705525501,51.3788224145571,02/20/2022
Claret & Ale,"5 Bingham Corner, Lower Addiscombe Road",Addiscombe,,Croydon,,,E09000008,Addiscombe East,E05011462,534172.0001221001,166310.00012210011,-0.0718567544549768,51.379466142790584,02/20/2022
Cricketers,47 Shirley Road,Addiscombe,,Croydon,,,E09000008,Shirley North,E05011482,534911.0001221001,166508.00012210011,-0.06116812267940573,51.381070498013116,02/20/2022
Orchard,116 Orchard Way,Croydon,,Croydon,,,E09000008,Shirley North,E05011482,536469.0001221001,167059.00012210011,-0.03858006537384021,51.38565007261516,02/20/2022
Crown,"28 Wickham Road, Shirley",Croydon,,Croydon,,,E09000008,Shirley North,E05011482,535503.0001221001,165640.00012210011,-0.052996740924284906,51.37312831597516,02/20/2022
Shirley Inn,158 Wickham Road,Croydon,,Croydon,,,E09000008,Shirley North,E05011482,535784.0001221001,165718.00012210011,-0.048931836964370826,51.373762199188405,02/20/2022
Forestdale Arms,"Forestdale Centre, Featherbed Lane",Croydon,,Croydon,,,E09000008,Selsdon Vale & Forestdale,E05011481,536723.0001221001,163137.00012210011,-0.03644043676731642,51.35034026784271,02/20/2022
Randall Tavern,"Fieldway, New Addington",Croydon,,Croydon,,,E09000008,New Addington North,E05011470,537953.0001221001,163597.00012210011,-0.018608590735156878,51.35417713323066,02/20/2022
Toby Carvery,"415 Brighton Road, Croydon",South Croydon,,Croydon,,,E09000008,South Croydon,E05011484,532572.0001221001,163549.00012210011,-0.09586594495824459,51.35502698160167,02/20/2022
Purley Arms,345 Brighton Road,South Croydon,,Croydon,,,E09000008,South Croydon,E05011484,532488.0001221001,163068.00012210011,-0.0972508699211794,51.35072346187518,02/20/2022
Whelan's,13 Selsdon Road,South Croydon,,Croydon,,,E09000008,South Croydon,E05011484,532604.0001221001,164351.00012210011,-0.09510753965602257,51.362227688645376,02/20/2022
Crown & Sceptre,32 Junction Road,South Croydon,,Croydon,,,E09000008,South Croydon,E05011484,532624.0001221001,163987.00012210011,-0.094956174201944,51.35895147906233,02/20/2022
Croham Arms,1 Croham Road,South Croydon,,Croydon,,,E09000008,South Croydon,E05011484,532726.0001221001,164306.00012210011,-0.09337281720650731,51.36179474152224,02/20/2022
Sir Julian Huxley,152 Addington Road,Selsdon,,Croydon,,,E09000008,Selsdon Vale & Forestdale,E05011481,535082.0001221001,162290.00012210011,-0.060314734568258366,51.34312030881045,02/20/2022
Golden Ark,186 Addington Road,Selsdon,,Croydon,,,E09000008,Selsdon Vale & Forestdale,E05011481,535082.0001221001,162290.00012210011,-0.060314734568258366,51.34312030881045,02/20/2022
Fox,Coulsdon Corner Fox Lane,Coulsdon,,Croydon,,,E09000008,Old Coulsdon,E05011474,531949.0001221001,156901.00012210011,-0.10727087728347702,51.29542075360529,02/20/2022
Gardeners Arms,107 London Road,Mitcham,,Merton,,,E09000024,Figge's Marsh,E05000460,527946.0001221001,169510.00012210011,-0.16012414036102177,51.40966554089335,02/20/2022
White Lion of Mortimer,223 London Road,Mitcham,,Merton,,,E09000024,Figge's Marsh,E05000460,527830.0001221001,169160.00012210011,-0.16191748304350778,51.406545901329636,02/20/2022
Kings Arms,268 London Road,Mitcham,,Merton,,,E09000024,Figge's Marsh,E05000460,527782.0001221001,169109.00012210011,-0.162625675849141,51.40609833137794,02/20/2022
Crown Inn,407 London Road,Mitcham,,Merton,,,E09000024,Cricket Green,E05000458,527250.0001221001,168134.00012210011,-0.17062085593517648,51.397454603280636,02/20/2022
Surrey Arms,Morden Road,Mitcham,,Merton,,,E09000024,Ravensbury,E05000468,526625.0001221001,168359.00012210011,-0.17952083036246266,51.39961680336345,02/20/2022
Windmill,40 Commonside West,Mitcham,,Merton,,,E09000024,Figge's Marsh,E05000460,527975.0001221001,168713.00012210011,-0.15999495779950249,51.40249555229793,02/20/2022
Park Place,54 Commonside West,Mitcham,,Merton,,,E09000024,Cricket Green,E05000458,528062.0001221001,168414.00012210011,-0.15885271997514797,51.3997884972756,02/20/2022
Crown of Mitcham,Carshalton Road,Mitcham,,Merton,,,E09000024,Cricket Green,E05000458,528187.0001221001,167282.00012210011,-0.15746550033467158,51.389585827366616,02/20/2022
Ravensbury,260 Croydon Road,Mitcham,,Merton,,,E09000024,Cricket Green,E05000458,528248.0001221001,168123.00012210011,-0.15628527410515006,51.397130959736465,02/20/2022
Tudor Rose,270 Coulsdon Road,Coulsdon,,Croydon,,,E09000008,Old Coulsdon,E05011474,531210.0001221001,157869.00012210011,-0.11750926659973933,51.304291907909494,02/20/2022
Coulsdon Manor Hotel,Coulsdon Court Road,Coulsdon,,Croydon,,,E09000008,Old Coulsdon,E05011474,530757.0001221001,159244.00012210011,-0.12350058773908727,51.31675463413928,02/20/2022
Pembroke,12-16 Chipstead Valley Road,Coulsdon,,Croydon,,,E09000008,Coulsdon Town,E05011466,529763.0001221001,159615.00012210011,-0.13762233547772804,51.32031681525807,02/20/2022
Smugglers Inn,320 Chipstead Valley Road,Coulsdon,,Croydon,,,E09000008,Coulsdon Town,E05011466,529002.0001221001,159409.00012210011,-0.14861274217668854,51.31863838345335,02/20/2022
Plough on the Pond,774 London Road,Thornton Heath,,Croydon,,,E09000008,West Thornton,E05011488,531301.0001221001,167839.00012210011,-0.11252521034484841,51.393879928860926,02/20/2022
Railway Telegraph,19 Brigstock Road,Thornton Heath,,Croydon,,,E09000008,Bensham Manor,E05011464,532164.0001221001,168239.00012210011,-0.09997775986668893,51.39727461263879,02/20/2022
Welcome Inn,300 Parchmore Road,Thornton Heath,,Croydon,,,E09000008,Thornton Heath,E05011486,531934.0001221001,169240.00012210011,-0.10291004217391797,51.40632487043525,02/20/2022
Prince George,2 High Street,Thornton Heath,,Croydon,,,E09000008,Thornton Heath,E05011486,532714.0001221001,168302.00012210011,-0.09205196027563932,51.397712415977715,02/20/2022
Elliotts,5 High Street,Purley,,Croydon,,,E09000008,Purley & Woodcote,E05011476,531350.0001221001,161609.00012210011,-0.1141233680543093,51.3378743950102,02/20/2022
Jolly Farmers,7 Purley Road,Purley,,Croydon,,,E09000008,Purley & Woodcote,E05011476,531313.0001221001,161566.00012210011,-0.1146701513531932,51.33749646491159,02/20/2022
Foxley Hatch,8-9 Russell Hill Road,Purley,,Croydon,,,E09000008,Purley & Woodcote,E05011476,531213.0001221001,161702.00012210011,-0.11605494758909668,51.33874191074738,02/20/2022
Pear Tree,908 Brighton Road,Purley,,Croydon,,,E09000008,Purley & Woodcote,E05011476,531350.0001221001,161737.00012210011,-0.11407614360735835,51.339024843583914,02/20/2022
Kenley Hotel,62 Godstone Road,Kenley,,Croydon,,,E09000008,Kenley,E05011469,532447.0001221001,160219.00012210011,-0.09889920738833415,51.32512678302251,02/20/2022
Wattenden Arms,5 Old Lodge Lane,Kenley,,Croydon,,,E09000008,Kenley,E05011469,532331.0001221001,158198.00012210011,-0.10131348218963195,51.306989352533286,02/20/2022
Whistler's Bar,Croydon Park Hotel 7 Altyre Road,Croydon,,Croydon,,,E09000008,Addiscombe West,E05011463,532952.0001221001,165507.00012210011,-0.08967899052183233,51.372536118944325,02/20/2022
Alma,10 Alma Road,Sidcup,Sidcup,Bexley,,,E09000004,Sidcup,E05011230,546306.0001221001,172447.00012210011,0.10492768288846303,51.43161889528047,02/20/2022
White Cross,146 Northcray Road,Bexley,North Cray,Bexley,,,E09000004,St. Mary's & St. James,E05011229,548778.0001221001,172309.00012210011,0.14040831462780617,51.429735011883004,02/20/2022
Seven Stars,400 Footscray  High Street,Sidcup,Foots Cray,Bexley,,,E09000004,Sidcup,E05011230,547419.0001221001,170970.00012210011,0.12031423376728125,51.41805737714049,02/20/2022
Star at Sidcup Place,"Sidcup Place, Chislehurst Road",Sidcup,Sidcup,Bexley,,,E09000004,Sidcup,E05011230,546275.0001221001,171656.00012210011,0.10415534287891488,51.42451854132635,02/20/2022
Tailor's Chalk,47-49 High Street,Sidcup,Sidcup,Bexley,,,E09000004,Sidcup,E05011230,546348.0001221001,171784.00012210011,0.1052575587788783,51.42564997132867,02/20/2022
Hopper's Hut,1 Invicta Parade. Sidcup High Street,Sidcup,Sidcup,Bexley,,,E09000004,Sidcup,E05011230,546569.0001221001,171603.00012210011,0.1083595108368409,51.42396628987757,02/20/2022
Hill Top Tap,"7-8 Elm Parade, Main Road",Sidcup,Sidcup,Bexley,,,E09000004,Sidcup,E05011230,546106.0001221001,171788.00012210011,0.1017804891449892,51.42574836633657,02/20/2022
Horse & Groom,136 Main Road,Sidcup,Sidcup,Bexley,,,E09000004,Longlands,E05011227,545665.0001221001,171879.00012210011,0.09547855280343366,51.4266796830634,02/20/2022
Charcoal,299 Main Road,Sidcup,Sidcup,Bexley,,,E09000004,Longlands,E05011227,545091.0001221001,172225.00012210011,0.08736885298731673,51.42993633017419,02/20/2022
Bear & Ragged Staff,2 London Road,Crayford,Crayford,Bexley,,,E09000004,Crayford,E05011222,551329.0001221001,174802.00012210011,0.17814612296912488,51.451461752901466,02/20/2022
One Bell,170 Old Road,Crayford,Crayford,Bexley,,,E09000004,Crayford,E05011222,551190.0001221001,175002.00012210011,0.17623247415210258,51.45329610791996,02/20/2022
Duke's Head,53 Crayford High Street,Crayford,Crayford,Bexley,,,E09000004,Crayford,E05011222,551302.0001221001,174965.00012210011,0.1778275255858089,51.45293370015023,02/20/2022
Crayford Arms,37 Crayford High Street,Crayford,Crayford,Bexley,,,E09000004,Crayford,E05011222,551388.0001221001,174840.00012210011,0.17901093969755144,51.4517874499956,02/20/2022
Penny Farthing,3 Waterside,Crayford,Dartford,Bexley,,,E09000004,Crayford,E05011222,551463.0001221001,174841.00012210011,0.18009004437596002,51.45177637569627,02/20/2022
Hackney Carriage,165 Station Road,Sidcup,,Bexley,,,E09000004,Blackfen & Lamorbey,E05011220,546201.0001221001,172789.00012210011,0.10355933251281112,51.43471939951762,02/20/2022
Iron Horse,122 Station Road,Sidcup,Sidcup,Bexley,,,E09000004,Blackfen & Lamorbey,E05011220,546245.0001221001,172743.00012210011,0.10417295164661387,51.434294661113015,02/20/2022
Halfway House,188c Halfway Street,Sidcup,Halfway,Bexley,,,E09000004,Blackfen & Lamorbey,E05011220,545158.0001221001,173413.00012210011,0.08881913638992157,51.440595280696485,02/20/2022
Black Boy,Southspring,Sidcup,Avery Hill,Greenwich,,,E09000011,Eltham South,E05000219,544977.0001221001,173840.00012210011,0.08639133001100892,51.44447893291986,02/20/2022
Olde Black Horse,43 Halfway Street,Sidcup,Lamorbey,Bexley,,,E09000004,Blackfen & Lamorbey,E05011220,545920.0001221001,173013.00012210011,0.0996115102003635,51.43680484319518,02/20/2022
George Staples,273 Blackfen Road,Blackfen,,Bexley,,,E09000004,Blackfen & Lamorbey,E05011220,546055.0001221001,174561.00012210011,0.10219148869382735,51.450681208906566,02/20/2022
Jolly Fenman,64-68 Blackfen Road,Sidcup,Blackfen,Bexley,,,E09000004,Blackfen & Lamorbey,E05011220,545470.0001221001,174579.00012210011,0.09378495437401017,51.45099358296937,02/20/2022
Hangar,37 The Oval,Sidcup,Blackfen,Bexley,,,E09000004,Blendon & Penhill,E05011221,546203.0001221001,173888.00012210011,0.10404202439230036,51.444595082232915,02/20/2022
Broken Drum,308 Westwood Lane,Blackfen,,Bexley,,,E09000004,Blackfen & Lamorbey,E05011220,546236.0001221001,174625.00012210011,0.10482121828344543,51.451209622482416,02/20/2022
Wings Sports Bar,Welling United FC.  Park View Road,Welling,Welling,Bexley,,,E09000004,Falconwood & Welling,E05011226,547097.0001221001,175619.00012210011,0.11761824831000817,51.45991908066195,02/20/2022
"Guy, Earl Of Warwick",Park View Road,Welling,Welling,Bexley,,,E09000004,Falconwood & Welling,E05011226,547058.0001221001,175684.00012210011,0.11708425069186001,51.46051333312792,02/20/2022
Wrong 'Un,234-236 Broadway,Bexleyheath,,Bexley,,,E09000004,Bexleyheath,E05011219,548592.0001221001,175371.00012210011,0.13902010213724017,51.45729995126872,02/20/2022
Rose & Crown,15 Welling High Street,Welling,Welling,Bexley,,,E09000004,Falconwood & Welling,E05011226,546856.0001221001,175788.00012210011,0.11422153903621564,51.46150037461125,02/20/2022
Door Hinge,"11, Welling High Street",Welling,,Bexley,,,E09000004,Falconwood & Welling,E05011226,546856.0001221001,175788.00012210011,0.11422153903621564,51.46150037461125,02/20/2022
Nags Head,37 Welling High Street,Welling,Welling,Bexley,,,E09000004,Falconwood & Welling,E05011226,546856.0001221001,175788.00012210011,0.11422153903621564,51.46150037461125,02/20/2022
Foresters Arms,344 Upper Wickham Lane,Welling,East Wickham,Bexley,,,E09000004,East Wickham,E05011224,546596.0001221001,177193.00012210011,0.11106399982778917,51.474193743515265,02/20/2022
Green Man,168 Wickham Street,Welling,East Wickham,Bexley,,,E09000004,East Wickham,E05011224,545422.0001221001,176290.00012210011,0.09379829171320532,51.46638192313169,02/20/2022
New Cross Turnpike,55 Bellegrove Road,Welling,Welling,Bexley,,,E09000004,Falconwood & Welling,E05011226,546282.0001221001,175860.00012210011,0.1059937191596163,51.462296059841904,02/20/2022
Plough & Harrow,143 Bellegrove Road,Welling,Welling,Bexley,,,E09000004,Falconwood & Welling,E05011226,546007.0001221001,175924.00012210011,0.10206389902056455,51.46294221330475,02/20/2022
We Anchor In Hope,320 Bellegrove Road,Welling,Welling,Bexley,,,E09000004,East Wickham,E05011224,544966.0001221001,176211.00012210011,0.08720505248535329,51.46578899337048,02/20/2022
Prince of Wales,13a Woolwich Road,Belvedere,Upper Belvedere,Bexley,,,E09000004,Belvedere,E05011218,548844.0001221001,178248.00012210011,0.1438568987942112,51.48308719817243,02/20/2022
Eardley Arms,44 Woolwich Road,Belvedere,Upper Belvedere,Bexley,,,E09000004,Belvedere,E05011218,548741.0001221001,178290.00012210011,0.14239215952200085,51.48349172118369,02/20/2022
Royal Standard,39 Nuxley Road,Belvedere,Upper Belvedere,Bexley,,,E09000004,Belvedere,E05011218,549092.0001221001,178067.00012210011,0.14734981662879185,51.48139536413972,02/20/2022
Fox,79 Nuxley Road,Belvedere,Upper Belvedere,Bexley,,,E09000004,Belvedere,E05011218,549015.0001221001,177977.00012210011,0.1462036548880345,51.480606898387435,02/20/2022
Village Inn,104 Nuxley Road,Belvedere,Upper Belvedere,Bexley,,,E09000004,Belvedere,E05011218,548938.0001221001,177850.00012210011,0.14504192840157304,51.47948593033603,02/20/2022
Victoria,2 Victoria Street,Belvedere,Upper Belvedere,Bexley,,,E09000004,Belvedere,E05011218,548829.0001221001,178089.00012210011,0.14357399262555284,51.48166233471371,02/20/2022
Halfway House,165 Lower Road,Belvedere,Belvedere,Bexley,,,E09000004,Belvedere,E05011218,550152.0001221001,179052.00012210011,0.16302412557744728,51.489966250769925,02/20/2022
Morgan,1 Clydesdale Way,Belvedere,Belvedere,Bexley,,,E09000004,Belvedere,E05011218,549782.0001221001,179765.00012210011,0.15800077804981685,51.49647150957895,02/20/2022
Great Harry,99 Parsonage Manor Way,Belvedere,Belvedere,Bexley,,,E09000004,Northumberland Heath,E05011228,549289.0001221001,177584.00012210011,0.14998085661897906,51.47700305953357,02/20/2022
Kings Head,65 Bexley High Street,Bexley,Bexley,Bexley,,,E09000004,St. Mary's & St. James,E05011229,549520.0001221001,173613.00012210011,0.15162579102237658,51.44125776949289,02/20/2022
Tanyard Lane,61-63 Bexley High Street,Bexley,Bexley,Bexley,,,E09000004,St. Mary's & St. James,E05011229,549520.0001221001,173613.00012210011,0.15162579102237658,51.44125776949289,02/20/2022
Railway Tavern,38 Bexley High Street,Bexley,Bexley,Bexley,,,E09000004,St. Mary's & St. James,E05011229,549457.0001221001,173558.00012210011,0.15069666906761353,51.440780154392684,02/20/2022
George,74 Bexley High Street,Bexley,Bexley,Bexley,,,E09000004,St. Mary's & St. James,E05011229,549526.0001221001,173589.00012210011,0.1517019277214248,51.44104051539893,02/20/2022
Three Blackbirds,118 Blendon Road,Bexley,Blendon,Bexley,,,E09000004,Blendon & Penhill,E05011221,547592.0001221001,174277.00012210011,0.12417901688565038,51.44773047555312,02/20/2022
Anchor,23-31 Bridgen Road,Bexley,Bridgen,Bexley,,,E09000004,Blendon & Penhill,E05011221,548385.0001221001,173969.00012210011,0.13545439708979784,51.444755421669015,02/20/2022
Millers Arms,81 Bexley High Street,Bexley,Bexley,Bexley,,,E09000004,St. Mary's & St. James,E05011229,549647.0001221001,173530.00012210011,0.15341686969921436,51.440478368257175,02/20/2022
Traders,"Holiday Inn, Southwold Road",Bexley,Bexley,Bexley,,,E09000004,St. Mary's & St. James,E05011229,549790.0001221001,174133.00012210011,0.1557282978857787,51.44585925943698,02/20/2022
Black Horse,63 Albert Road,Bexley,Bexley,Bexley,,,E09000004,St. Mary's & St. James,E05011229,549503.0001221001,174010.00012210011,0.15154905414050465,51.4448297982578,02/20/2022
Miller & Carter,Hall Place,Bexley,Hall Place,Bexley,,,E09000004,Crayford,E05011222,550211.0001221001,174329.00012210011,0.16186577048756273,51.44750902865697,02/20/2022
Albany,13 Steynton Avenue,Bexley,Albany Park,Bexley,,,E09000004,Blendon & Penhill,E05011221,547991.0001221001,172957.00012210011,0.12936531019405667,51.435764309277275,02/20/2022
Kings Arms,156 Broadway,Bexleyheath,Bexleyheath,Bexley,,,E09000004,Bexleyheath,E05011219,549015.0001221001,175286.00012210011,0.14506889536414116,51.456424914975536,02/20/2022
Carved,146 Broadway,Bexleyheath,Bexleyheath,Bexley,,,E09000004,Bexleyheath,E05011219,549015.0001221001,175286.00012210011,0.14506889536414116,51.456424914975536,02/20/2022
Furze Wren,"6 Market Place, Broadway Square",Bexleyheath,,Bexley,,,E09000004,Bexleyheath,E05011219,549235.0001221001,175259.00012210011,0.1482220067529583,51.45612432666537,02/20/2022
Rose,179 Broadway,Bexleyheath,Bexleyheath,Bexley,,,E09000004,Bexleyheath,E05011219,548829.0001221001,175283.00012210011,0.142392178810759,51.45644689176351,02/20/2022
Brewers Fayre,51 Albion Road,Bexleyheath,Bexleyheath,Bexley,,,E09000004,Bexleyheath,E05011219,548921.0001221001,175088.00012210011,0.14363340607694322,51.4546703709201,02/20/2022
Marriott Hotel,1 Broadway,Bexleyheath,Bexleyheath,Bexley,,,E09000004,Bexleyheath,E05011219,549627.0001221001,175095.00012210011,0.1537911367904935,51.45454710303774,02/20/2022
